city,date,rain_mm,rh,ta,ws
강원,2015-01-01,,45.0,-7.8,1.9
강원,2015-01-02,,60.3,-7.7,1.3
강원,2015-01-03,,69.8,-6.6,0.6
강원,2015-01-04,0.0,82.0,-0.4,0.5
강원,2015-01-05,1.8,90.6,0.0,0.6
강원,2015-01-06,,64.5,-1.6,1.8
강원,2015-01-07,,59.8,-7.6,0.7
강원,2015-01-08,,66.1,-7.5,0.7
강원,2015-01-09,,68.3,-5.6,0.9
강원,2015-01-10,0.4,65.9,-2.6,1.3
강원,2015-01-11,,63.0,0.3,2.0
강원,2015-01-12,,63.9,-4.7,0.6
강원,2015-01-13,,71.9,-4.6,0.6
강원,2015-01-14,,67.3,-0.8,0.5
강원,2015-01-15,0.0,80.0,0.3,0.8
강원,2015-01-16,1.4,81.6,-1.2,1.5
강원,2015-01-17,,53.0,-3.7,1.7
강원,2015-01-18,6.2,77.1,-4.4,0.9
강원,2015-01-19,,69.8,0.2,2.0
강원,2015-01-20,,76.5,-4.2,0.6
강원,2015-01-21,0.0,77.1,-1.2,0.7
강원,2015-01-22,,77.4,1.1,1.1
강원,2015-01-23,,82.6,-1.2,1.1
강원,2015-01-24,,77.5,0.5,0.9
강원,2015-01-25,8.4,89.5,0.1,0.6
강원,2015-01-26,,99.0,2.0,0.5
강원,2015-01-27,,67.5,-0.7,1.7
강원,2015-01-28,,66.3,-3.4,1.1
강원,2015-01-29,,76.9,-3.1,0.9
강원,2015-01-30,,66.0,-2.7,1.2
강원,2015-01-31,,66.8,-4.8,0.9
강원,2015-02-01,,66.1,-4.4,0.7
강원,2015-02-02,,69.8,-3.3,0.6
강원,2015-02-03,,68.6,-2.2,0.6
강원,2015-02-04,0.0,72.5,-2.1,0.5
강원,2015-02-05,,68.5,-1.2,0.8
강원,2015-02-06,,68.5,-1.3,0.9
강원,2015-02-07,0.4,69.5,0.0,1.2
강원,2015-02-08,,33.0,-7.6,3.1
강원,2015-02-09,0.0,55.5,-6.9,1.5
강원,2015-02-10,0.0,69.6,-1.1,1.5
강원,2015-02-11,,61.1,1.2,1.5
강원,2015-02-12,,42.5,-2.6,2.1
강원,2015-02-13,,49.3,-3.1,1.3
강원,2015-02-14,0.3,88.5,-2.8,0.5
강원,2015-02-15,1.3,75.0,4.7,1.1
강원,2015-02-16,12.7,94.9,3.2,1.5
강원,2015-02-17,0.3,90.8,2.1,1.0
강원,2015-02-18,0.0,92.0,0.9,0.6
강원,2015-02-19,,84.8,0.9,0.9
강원,2015-02-20,,78.8,1.7,0.7
강원,2015-02-21,10.9,92.3,3.0,0.8
강원,2015-02-22,,73.5,4.2,2.4
강원,2015-02-23,,57.3,1.4,2.0
강원,2015-02-24,,67.3,1.2,1.1
강원,2015-02-25,1.4,61.5,3.9,1.2
강원,2015-02-26,,59.1,2.0,2.9
강원,2015-02-27,,42.8,-1.4,1.6
강원,2015-02-28,,57.0,1.2,0.8
강원,2015-03-01,0.0,55.1,3.0,2.3
강원,2015-03-02,0.2,57.9,1.9,1.2
강원,2015-03-03,3.5,81.3,2.0,1.3
강원,2015-03-04,,44.3,-1.4,3.4
강원,2015-03-05,,59.4,-1.9,0.7
강원,2015-03-06,,57.0,0.9,0.9
강원,2015-03-07,,58.1,2.7,0.7
강원,2015-03-08,,52.8,5.6,0.8
강원,2015-03-09,,43.4,3.4,3.1
강원,2015-03-10,,28.6,-2.6,3.7
강원,2015-03-11,0.0,42.0,-0.3,2.5
강원,2015-03-12,0.0,36.4,1.9,2.4
강원,2015-03-13,,54.4,4.2,1.8
강원,2015-03-14,,44.9,3.4,1.2
강원,2015-03-15,,48.5,4.6,1.2
강원,2015-03-16,,48.6,6.7,1.0
강원,2015-03-17,,55.5,8.2,0.7
강원,2015-03-18,1.8,68.4,8.9,2.2
강원,2015-03-19,,61.6,12.0,1.2
강원,2015-03-20,,47.8,12.0,1.1
강원,2015-03-21,,40.9,10.5,1.4
강원,2015-03-22,,36.6,7.8,2.6
강원,2015-03-23,,33.3,4.0,2.2
강원,2015-03-24,,38.6,4.4,1.2
강원,2015-03-25,,44.8,5.4,1.0
강원,2015-03-26,,44.6,8.4,1.2
강원,2015-03-27,,50.8,9.3,1.7
강원,2015-03-28,,41.8,9.7,1.8
강원,2015-03-29,,40.3,13.3,1.3
강원,2015-03-30,,55.8,12.5,1.4
강원,2015-03-31,11.3,82.9,11.4,0.8
강원,2015-04-01,,72.6,10.1,2.6
강원,2015-04-02,34.4,74.9,12.8,1.9
강원,2015-04-03,,72.9,13.6,2.5
강원,2015-04-04,,51.5,11.1,3.0
강원,2015-04-05,0.8,79.0,9.2,1.3
강원,2015-04-06,,64.8,11.3,1.4
강원,2015-04-07,0.0,61.3,6.7,2.6
강원,2015-04-08,,60.3,7.5,1.7
강원,2015-04-09,,57.6,8.2,1.2
강원,2015-04-10,,51.6,10.2,0.9
강원,2015-04-11,,49.9,12.2,1.2
강원,2015-04-12,,50.6,12.1,1.9
강원,2015-04-13,18.2,62.6,10.5,2.3
강원,2015-04-14,20.1,93.9,5.7,1.0
강원,2015-04-15,,77.3,9.7,1.2
강원,2015-04-16,6.6,78.5,8.3,1.6
강원,2015-04-17,,53.4,10.0,2.0
강원,2015-04-18,,48.4,13.3,0.8
강원,2015-04-19,22.3,74.0,13.7,1.1
강원,2015-04-20,0.8,79.0,11.0,1.5
강원,2015-04-21,,59.4,11.9,1.6
강원,2015-04-22,,51.5,12.8,1.1
강원,2015-04-23,,44.1,14.0,1.8
강원,2015-04-24,,36.4,16.6,2.0
강원,2015-04-25,,41.3,15.4,1.6
강원,2015-04-26,,46.5,17.7,1.7
강원,2015-04-27,,51.5,18.6,1.8
강원,2015-04-28,0.0,44.6,17.9,0.9
강원,2015-04-29,0.2,59.9,17.1,1.0
강원,2015-04-30,,59.6,21.0,1.5
강원,2015-05-01,,63.5,21.9,1.4
강원,2015-05-02,3.3,69.6,21.1,1.3
강원,2015-05-03,2.0,96.8,18.3,1.1
강원,2015-05-04,,50.3,17.0,2.5
강원,2015-05-05,,44.8,14.0,1.8
강원,2015-05-06,,52.8,13.9,0.9
강원,2015-05-07,,44.9,16.4,1.7
강원,2015-05-08,,54.0,16.6,1.4
강원,2015-05-09,,49.8,18.9,1.9
강원,2015-05-10,,48.1,18.3,1.8
강원,2015-05-11,26.4,65.5,17.6,1.8
강원,2015-05-12,1.7,68.5,14.7,3.5
강원,2015-05-13,,49.9,18.9,3.3
강원,2015-05-14,,64.4,20.6,1.4
강원,2015-05-15,,68.0,21.6,1.7
강원,2015-05-16,,52.6,18.5,2.0
강원,2015-05-17,,53.4,17.2,1.4
강원,2015-05-18,,56.4,16.7,1.6
강원,2015-05-19,0.7,72.4,17.6,2.2
강원,2015-05-20,,66.8,16.0,1.3
강원,2015-05-21,,53.9,18.7,1.9
강원,2015-05-22,,51.6,20.4,1.7
강원,2015-05-23,,53.0,20.1,1.3
강원,2015-05-24,,53.1,21.2,1.4
강원,2015-05-25,,55.3,22.4,1.4
강원,2015-05-26,,51.3,22.9,1.5
강원,2015-05-27,,47.8,22.3,1.4
강원,2015-05-28,,52.4,23.2,1.6
강원,2015-05-29,0.2,53.6,23.7,1.4
강원,2015-05-30,0.4,71.8,20.3,1.0
강원,2015-05-31,,63.4,21.0,1.2
강원,2015-06-01,,56.8,21.7,1.4
강원,2015-06-02,,52.3,23.3,1.6
강원,2015-06-03,,42.8,22.3,2.0
강원,2015-06-04,0.1,42.8,22.6,1.3
강원,2015-06-05,0.0,70.8,18.0,1.2
강원,2015-06-06,,68.6,20.4,1.1
강원,2015-06-07,,61.8,23.2,1.2
강원,2015-06-08,,63.3,22.0,1.2
강원,2015-06-09,,63.3,23.2,1.7
강원,2015-06-10,,58.8,25.4,1.1
강원,2015-06-11,1.2,61.9,25.0,1.8
강원,2015-06-12,1.3,61.8,24.9,2.1
강원,2015-06-13,9.1,80.0,22.5,1.3
강원,2015-06-14,,74.0,23.6,1.5
강원,2015-06-15,,67.6,25.1,1.3
강원,2015-06-16,4.8,76.1,24.5,1.4
강원,2015-06-17,,64.0,24.2,1.8
강원,2015-06-18,,59.8,24.0,2.3
강원,2015-06-19,0.0,61.1,23.7,1.8
강원,2015-06-20,4.7,82.4,20.0,1.6
강원,2015-06-21,,72.3,22.6,1.2
강원,2015-06-22,0.1,66.4,25.2,1.4
강원,2015-06-23,1.3,75.8,24.6,1.7
강원,2015-06-24,,66.4,25.2,1.4
강원,2015-06-25,20.9,68.8,25.1,1.6
강원,2015-06-26,2.4,80.3,20.9,2.9
강원,2015-06-27,,69.5,22.8,1.9
강원,2015-06-28,,67.9,25.3,1.6
강원,2015-06-29,,64.0,26.7,1.7
강원,2015-06-30,7.0,71.4,24.5,1.3
강원,2015-07-01,,66.8,23.5,2.5
강원,2015-07-02,,70.0,22.6,1.8
강원,2015-07-03,0.0,74.1,21.4,1.4
강원,2015-07-04,,63.3,23.1,1.8
강원,2015-07-05,0.3,76.9,21.7,1.5
강원,2015-07-06,,60.6,24.0,1.2
강원,2015-07-07,0.1,59.6,23.4,1.6
강원,2015-07-08,11.6,78.5,21.7,1.8
강원,2015-07-09,,70.0,25.4,1.6
강원,2015-07-10,,73.1,27.4,1.2
강원,2015-07-11,6.8,67.8,29.7,1.7
강원,2015-07-12,22.5,98.1,25.3,1.6
강원,2015-07-13,1.9,89.0,23.8,3.1
강원,2015-07-14,,72.1,26.9,2.1
강원,2015-07-15,,70.0,25.9,2.1
강원,2015-07-16,,62.1,22.4,2.9
강원,2015-07-17,,58.5,21.1,2.2
강원,2015-07-18,7.8,68.1,23.1,1.3
강원,2015-07-19,0.0,89.5,23.7,1.5
강원,2015-07-20,0.1,81.1,26.0,1.5
강원,2015-07-21,0.0,86.1,26.1,1.2
강원,2015-07-22,3.5,88.6,27.3,1.2
강원,2015-07-23,68.6,88.9,27.3,1.2
강원,2015-07-24,39.4,95.9,24.5,1.0
강원,2015-07-25,55.9,98.6,24.8,0.8
강원,2015-07-26,0.2,90.4,25.9,1.5
강원,2015-07-27,,85.0,26.8,1.3
강원,2015-07-28,4.9,79.6,27.7,1.2
강원,2015-07-29,3.9,97.4,25.6,0.7
강원,2015-07-30,,77.9,28.9,1.5
강원,2015-07-31,5.8,79.4,28.2,1.9
강원,2015-08-01,16.2,87.3,26.6,1.3
강원,2015-08-02,5.5,89.8,26.5,1.1
강원,2015-08-03,,79.8,28.1,1.5
강원,2015-08-04,0.0,76.8,27.6,1.7
강원,2015-08-05,,75.9,27.9,1.8
강원,2015-08-06,,78.5,28.3,1.3
강원,2015-08-07,,79.3,29.3,1.3
강원,2015-08-08,1.6,89.3,27.0,1.3
강원,2015-08-09,,80.6,26.8,1.2
강원,2015-08-10,,78.8,26.8,1.3
강원,2015-08-11,0.6,81.9,26.1,1.3
강원,2015-08-12,,79.1,26.1,1.5
강원,2015-08-13,0.0,80.3,25.1,1.6
강원,2015-08-14,,79.8,25.6,1.3
강원,2015-08-15,,77.3,27.1,1.3
강원,2015-08-16,7.1,86.8,24.7,1.3
강원,2015-08-17,,75.4,25.5,1.5
강원,2015-08-18,,74.3,26.5,1.6
강원,2015-08-19,,84.0,25.4,1.2
강원,2015-08-20,0.1,88.3,24.6,1.1
강원,2015-08-21,,83.5,25.1,1.1
강원,2015-08-22,,80.6,24.8,1.1
강원,2015-08-23,,75.0,25.6,1.3
강원,2015-08-24,0.6,73.0,25.0,2.3
강원,2015-08-25,9.3,82.1,21.6,3.8
강원,2015-08-26,0.0,70.5,22.0,2.0
강원,2015-08-27,,68.4,23.8,1.8
강원,2015-08-28,,78.1,22.1,1.0
강원,2015-08-29,,77.9,23.3,1.1
강원,2015-08-30,,75.9,23.9,1.1
강원,2015-08-31,,73.5,24.8,1.7
강원,2015-09-01,,76.8,24.1,1.6
강원,2015-09-02,2.8,84.5,22.6,1.1
강원,2015-09-03,,80.0,23.5,0.9
강원,2015-09-04,,80.1,23.6,1.0
강원,2015-09-05,0.3,90.3,21.6,1.1
강원,2015-09-06,0.0,74.5,20.6,1.8
강원,2015-09-07,,71.6,20.2,1.4
강원,2015-09-08,,63.4,19.7,1.9
강원,2015-09-09,,63.0,19.6,2.0
강원,2015-09-10,,71.5,21.2,1.1
강원,2015-09-11,1.7,87.6,20.2,1.1
강원,2015-09-12,,80.3,18.6,0.9
강원,2015-09-13,,69.6,18.1,1.3
강원,2015-09-14,,71.0,19.9,0.9
강원,2015-09-15,,65.5,20.2,1.7
강원,2015-09-16,,65.6,19.0,1.8
강원,2015-09-17,,64.6,18.7,2.2
강원,2015-09-18,,70.5,19.3,1.5
강원,2015-09-19,,73.4,20.3,1.3
강원,2015-09-20,,76.6,20.8,1.1
강원,2015-09-21,,75.4,20.4,1.1
강원,2015-09-22,,72.3,20.9,1.0
강원,2015-09-23,,78.0,20.4,0.9
강원,2015-09-24,,69.4,21.6,1.5
강원,2015-09-25,,73.3,21.0,1.5
강원,2015-09-26,,75.9,19.8,0.8
강원,2015-09-27,,63.3,19.0,1.0
강원,2015-09-28,0.0,65.1,18.0,0.9
강원,2015-09-29,,58.8,19.2,1.9
강원,2015-09-30,0.3,61.0,19.2,1.3
강원,2015-10-01,29.6,85.9,15.8,1.6
강원,2015-10-02,,58.9,15.4,2.3
강원,2015-10-03,,59.5,18.6,2.3
강원,2015-10-04,,64.6,14.2,0.7
강원,2015-10-05,,72.0,15.5,0.8
강원,2015-10-06,,79.9,15.9,0.8
강원,2015-10-07,,82.5,17.0,0.7
강원,2015-10-08,2.1,73.5,17.9,0.9
강원,2015-10-09,2.1,51.3,15.5,2.4
강원,2015-10-10,5.8,91.0,11.3,1.1
강원,2015-10-11,1.5,91.8,9.4,1.1
강원,2015-10-12,,75.9,11.0,1.4
강원,2015-10-13,,77.9,11.9,1.1
강원,2015-10-14,,79.8,15.4,0.7
강원,2015-10-15,,77.3,15.0,0.8
강원,2015-10-16,,76.1,15.5,0.6
강원,2015-10-17,,74.9,15.7,0.7
강원,2015-10-18,,79.0,15.2,0.7
강원,2015-10-19,,79.0,16.1,0.9
강원,2015-10-20,,75.1,16.7,0.8
강원,2015-10-21,,80.8,16.3,0.7
강원,2015-10-22,0.0,67.6,16.2,1.9
강원,2015-10-23,3.5,83.6,15.3,0.7
강원,2015-10-24,,78.8,15.8,0.9
강원,2015-10-25,,73.5,13.1,0.8
강원,2015-10-26,15.4,82.1,12.5,0.5
강원,2015-10-27,0.3,69.6,12.7,2.0
강원,2015-10-28,,56.8,8.8,2.0
강원,2015-10-29,0.4,69.6,6.6,1.5
강원,2015-10-30,,70.0,4.3,1.5
강원,2015-10-31,,64.5,3.7,0.8
강원,2015-11-01,,70.8,4.8,0.7
강원,2015-11-02,,68.3,8.3,0.8
강원,2015-11-03,,87.3,7.6,0.5
강원,2015-11-04,,90.8,7.7,0.6
강원,2015-11-05,,79.6,10.2,0.7
강원,2015-11-06,6.1,78.1,10.7,2.4
강원,2015-11-07,27.5,94.3,10.3,2.5
강원,2015-11-08,14.2,93.5,11.2,1.8
강원,2015-11-09,3.0,93.1,11.4,1.2
강원,2015-11-10,,83.8,11.4,0.8
강원,2015-11-11,,80.9,10.5,1.5
강원,2015-11-12,,80.0,11.5,1.0
강원,2015-11-13,40.3,94.8,10.7,1.2
강원,2015-11-14,1.4,96.1,12.6,0.6
강원,2015-11-15,,82.3,13.2,0.8
강원,2015-11-16,10.0,96.9,10.7,0.9
강원,2015-11-17,,78.6,13.6,1.4
강원,2015-11-18,4.4,73.8,10.4,2.3
강원,2015-11-19,0.2,90.9,8.2,1.4
강원,2015-11-20,,83.8,9.7,0.7
강원,2015-11-21,,81.1,7.9,0.7
강원,2015-11-22,16.2,77.0,8.6,2.0
강원,2015-11-23,0.0,84.8,7.9,1.9
강원,2015-11-24,9.7,72.1,6.1,1.9
강원,2015-11-25,3.4,91.9,3.1,1.5
강원,2015-11-26,0.0,62.4,-1.2,2.5
강원,2015-11-27,,60.6,-2.5,2.2
강원,2015-11-28,0.0,78.3,-0.6,0.6
강원,2015-11-29,5.7,97.1,0.4,0.3
강원,2015-11-30,,83.4,3.2,0.8
강원,2015-12-01,3.9,84.8,1.1,0.5
강원,2015-12-02,9.4,85.6,3.2,1.3
강원,2015-12-03,0.3,62.6,0.5,3.2
강원,2015-12-04,,53.0,0.4,3.2
강원,2015-12-05,,63.5,2.9,1.5
강원,2015-12-06,,75.1,-0.1,0.4
강원,2015-12-07,,80.0,0.2,0.5
강원,2015-12-08,,80.6,1.4,0.6
강원,2015-12-09,,85.6,0.5,0.5
강원,2015-12-10,0.2,90.6,3.8,0.4
강원,2015-12-11,,61.8,5.9,2.3
강원,2015-12-12,,78.4,0.9,0.6
강원,2015-12-13,,78.8,1.6,0.6
강원,2015-12-14,3.1,93.9,2.5,0.3
강원,2015-12-15,,72.3,5.2,1.9
강원,2015-12-16,,44.8,0.3,2.6
강원,2015-12-17,,58.0,-4.9,1.3
강원,2015-12-18,,77.5,-6.0,0.6
강원,2015-12-19,,80.3,-2.2,0.8
강원,2015-12-20,0.4,86.8,-2.9,0.8
강원,2015-12-21,0.9,95.0,-0.2,0.5
